file;f1;fitness;precision;generalisation;simplicity;method
base log;0.91624303981194;0.8887804219650932;0.9454569168929414;0.5838244878502432;0.4716981132075471;TBR
0.8;0.9162003452229733;0.8879324832806159;0.9463272391621301;0.5811874219060221;0.4716981132075471;TBR
0.7;0.9161356005388396;0.8876700574441975;0.9464872769815735;0.5777064805195407;0.4716981132075471;TBR
0.6;0.9160463914661514;0.8869189626990506;0.9471519397949916;0.57594459911235;0.4716981132075471;TBR
0.5;0.9033225914891512;0.892816304924384;0.9140790895557352;0.41359047586879794;0.4716981132075471;TBR
0.4;0.9032514745849406;0.8929068624141544;0.9138385874992934;0.40304160568155245;0.4716981132075471;TBR
0.3;0.903232802814671;0.8924585653431858;0.9142703639937971;0.39186799240046255;0.4716981132075471;TBR
0.2;0.9017640520038434;0.8935945148702173;0.9100843446247346;0.3437128280975833;0.4716981132075471;TBR
0.1;0.8904764529282543;0.8938285745106896;0.8871493803000652;0.27763295703569424;0.4716981132075471;TBR
0.05;0.8774386472319693;0.8934075318856964;0.8620305980528512;0.2150090861210202;0.4716981132075471;TBR
0.01;0.7047308630690207;0.8935706471429774;0.581781914893617;0.11815243000776354;0.4716981132075471;TBR
0.005;0.7056134847525849;0.8962687027203156;0.5818431911966988;0.08098513919183936;0.4716981132075471;TBR
0.001;0.4463007159904534;0.8947368421052632;0.29729729729729726;0.0;0.4716981132075471;TBR
